tournament,round,date,home_team,away_team,predicted_score,actual_score,predicted_outcome,actual_outcome,exact_correct,toto_correct,scorito_match_points,max_exact_points,home_xg,away_xg,model_home_score,model_away_score,actual_home_score,actual_away_score,model_predicted_score,model_predicted_outcome,model_exact_correct,model_toto_correct,model_scorito_points,odds_source,odds_event_id,odds_date,odds_home_team,odds_away_team,odds_swapped,home_odds,draw_odds,away_odds,bookmakers_count,odds_date_diff_days,has_market_odds,market_home_implied,market_draw_implied,market_away_implied,market_overround,market_home_score,market_away_score,market_favorite_outcome,market_predicted_score,market_predicted_outcome,market_exact_correct,market_toto_correct,market_scorito_points,common_home_score,common_away_score,common_predicted_score,common_predicted_outcome,common_exact_correct,common_toto_correct,common_scorito_points
FIFA World Cup 2022,Quarter-finals,2022-12-09,Croatia,Brazil,1-0,1-1,home_win,draw,False,False,0,180,1.065,0.849,1,0,1,1,1-0,home_win,False,False,0,oddsportal,6390008.0,2022-12-09,Croatia,Brazil,False,8.73,4.83,1.4,,0.0,True,0.11058072049177513,0.1998695010130842,0.6895497784951407,1.035872588987784,0,1,away_win,0-1,away_win,False,False,0,1,0,1-0,home_win,False,False,0
FIFA World Cup 2022,Quarter-finals,2022-12-09,Netherlands,Argentina,1-1,2-2,draw,draw,False,True,120,180,1.315,1.149,1,1,2,2,1-1,draw,False,True,120,oddsportal,6387475.0,2022-12-09,Netherlands,Argentina,False,3.77,3.14,2.21,,0.0,True,0.25598235265908986,0.307341869275404,0.43667577806550617,1.0362120147523437,0,1,away_win,0-1,away_win,False,False,0,1,0,1-0,home_win,False,False,0
FIFA World Cup 2022,Quarter-finals,2022-12-10,Morocco,Portugal,1-1,1-0,draw,home_win,False,False,0,180,1.365,1.299,1,1,1,0,1-1,draw,False,False,0,oddsportal,6392715.0,2022-12-10,Morocco,Portugal,False,6.25,3.87,1.62,,0.0,True,0.15448759175888757,0.24949546472688558,0.5960169435142267,1.0356818834338215,0,1,away_win,0-1,away_win,False,False,0,1,0,1-0,home_win,True,True,180
FIFA World Cup 2022,Quarter-finals,2022-12-10,England,France,2-1,1-2,home_win,away_win,False,False,0,180,2.115,1.299,2,1,1,2,2-1,home_win,False,False,0,oddsportal,6388514.0,2022-12-10,England,France,False,2.94,3.12,2.64,,0.0,True,0.3272311212814646,0.30835240274599546,0.3644164759725401,1.0394367537224678,0,1,away_win,0-1,away_win,False,True,120,1,0,1-0,home_win,False,False,0
FIFA World Cup 2022,Semi-finals,2022-12-13,Argentina,Croatia,1-1,3-0,draw,home_win,False,False,0,225,1.182,1.132,1,1,3,0,1-1,draw,False,False,0,oddsportal,6397890.0,2022-12-13,Argentina,Croatia,False,2.0,3.12,4.69,,0.0,True,0.4836841548550878,0.31005394541992803,0.20626189972498413,1.0337324367175114,1,0,home_win,1-0,home_win,False,True,150,1,0,1-0,home_win,False,True,150
FIFA World Cup 2022,Semi-finals,2022-12-14,France,Morocco,1-1,2-0,draw,home_win,False,False,0,225,1.332,1.232,1,1,2,0,1-1,draw,False,False,0,oddsportal,6398729.0,2022-12-14,France,Morocco,False,1.6,3.9,6.52,,0.0,True,0.6039904988123516,0.24779097387173402,0.1482185273159145,1.0347844895390907,1,0,home_win,1-0,home_win,False,True,150,1,0,1-0,home_win,False,True,150
FIFA World Cup 2022,Match for third place,2022-12-17,Croatia,Morocco,1-1,2-1,draw,home_win,False,False,0,270,1.032,1.032,1,1,2,1,1-1,draw,False,False,0,oddsportal,6406358.0,2022-12-17,Croatia,Morocco,False,2.28,3.55,3.11,,0.0,True,0.42098660453836567,0.2703801291119644,0.30863326634967,1.0418300404332692,1,0,home_win,1-0,home_win,False,True,180,1,0,1-0,home_win,False,True,180
FIFA World Cup 2022,Final,2022-12-18,Argentina,France,1-1,3-3,draw,draw,False,True,180,270,1.382,1.432,1,1,3,3,1-1,draw,False,True,180,oddsportal,6406359.0,2022-12-18,Argentina,France,False,2.69,3.15,2.9,,0.0,True,0.3595112064385368,0.3070111572443377,0.33347763631712546,1.0340351155631249,1,0,home_win,1-0,home_win,False,False,0,1,0,1-0,home_win,False,False,0
UEFA Euro 2012,Quarter-finals,2012-06-21,Czech Republic,Portugal,1-1,0-1,draw,away_win,False,False,0,180,1.279,1.663,1,1,0,1,1-1,draw,False,False,0,oddsportal,1344958.0,2012-06-21,Czech Republic,Portugal,False,5.39,3.53,1.67,,0.0,True,0.1737783398333289,0.2653442639381424,0.5608773962285286,1.0676172711470793,0,1,away_win,0-1,away_win,True,True,180,1,0,1-0,home_win,False,False,0
UEFA Euro 2012,Quarter-finals,2012-06-22,Germany,Greece,1-0,4-2,home_win,home_win,False,True,120,180,1.496,0.896,1,0,4,2,1-0,home_win,False,True,120,oddsportal,1344959.0,2012-06-22,Germany,Greece,False,1.32,5.25,9.83,,0.0,True,0.7216509982087198,0.18144367954962098,0.09690532224165924,1.0497813478484892,1,0,home_win,1-0,home_win,False,True,120,1,0,1-0,home_win,False,True,120
UEFA Euro 2012,Quarter-finals,2012-06-23,Spain,France,1-0,2-0,home_win,home_win,False,True,120,180,1.713,0.729,1,0,2,0,1-0,home_win,False,True,120,oddsportal,1349425.0,2012-06-23,Spain,France,False,1.87,3.33,4.75,,0.0,True,0.5114446553346417,0.28720765930203607,0.20134768536332212,1.045585974378544,1,0,home_win,1-0,home_win,False,True,120,1,0,1-0,home_win,False,True,120
UEFA Euro 2012,Quarter-finals,2012-06-24,England,Italy,1-1,0-0,draw,draw,False,True,120,180,1.296,1.246,1,1,0,0,1-1,draw,False,True,120,oddsportal,1349426.0,2012-06-24,England,Italy,False,2.87,2.89,2.81,,0.0,True,0.33173746624781963,0.32944170523572397,0.3388208285164564,1.0503247031158,0,1,away_win,0-1,away_win,False,False,0,1,0,1-0,home_win,False,False,0
UEFA Euro 2012,Semi-finals,2012-06-27,Portugal,Spain,1-1,0-0,draw,draw,False,True,150,225,1.063,1.779,1,1,0,0,1-1,draw,False,True,150,oddsportal,1353893.0,2012-06-27,Portugal,Spain,False,4.42,3.33,1.96,,0.0,True,0.21822485840193123,0.28965581805901985,0.492119323539049,1.036748725824356,0,1,away_win,0-1,away_win,False,False,0,1,0,1-0,home_win,False,False,0
UEFA Euro 2012,Semi-finals,2012-06-28,Germany,Italy,1-1,1-2,draw,away_win,False,False,0,225,1.329,1.113,1,1,1,2,1-1,draw,False,False,0,oddsportal,1354257.0,2012-06-28,Germany,Italy,False,1.88,3.33,4.58,,0.0,True,0.5063175996441163,0.28584897517445607,0.20783342518142767,1.0505558052710333,1,0,home_win,1-0,home_win,False,False,0,1,0,1-0,home_win,False,False,0
UEFA Euro 2012,Final,2012-07-01,Spain,Italy,1-0,4-0,home_win,home_win,False,True,180,270,1.546,0.946,1,0,4,0,1-0,home_win,False,True,180,oddsportal,1368379.0,2012-07-01,Spain,Italy,False,2.12,3.07,4.12,,0.0,True,0.4534907067462137,0.31315970628728773,0.23334958696649835,1.0401494588322904,1,0,home_win,1-0,home_win,False,True,180,1,0,1-0,home_win,False,True,180
UEFA Euro 2016,Round of 16,2016-06-25,Switzerland,Poland,0-0,1-1,draw,draw,False,True,90,135,0.612,0.778,0,0,1,1,0-0,draw,False,True,90,oddsportal,2556321.0,2016-06-25,Switzerland,Poland,False,3.01,2.88,2.91,,0.0,True,0.3247277080984319,0.3393855560334305,0.33588673586813744,1.0230907475273336,1,1,draw,1-1,draw,True,True,135,1,0,1-0,home_win,False,False,0
UEFA Euro 2016,Round of 16,2016-06-25,Wales,Northern Ireland,1-0,1-0,home_win,home_win,True,True,135,135,1.545,0.845,1,0,1,0,1-0,home_win,True,True,135,oddsportal,2560376.0,2016-06-25,Wales,Northern Ireland,False,2.04,2.97,5.15,,0.0,True,0.48008022523328403,0.32975207389760924,0.1901677008691067,1.0210711724132626,1,0,home_win,1-0,home_win,True,True,135,1,0,1-0,home_win,True,True,135
UEFA Euro 2016,Round of 16,2016-06-25,Croatia,Portugal,1-1,0-1,draw,away_win,False,False,0,135,1.562,1.178,1,1,0,1,1-1,draw,False,False,0,oddsportal,2560012.0,2016-06-25,Croatia,Portugal,False,2.85,3.03,2.93,,0.0,True,0.3432544975815712,0.3228631412895967,0.3338823611288321,1.0222071246104312,1,0,home_win,1-0,home_win,False,False,0,1,0,1-0,home_win,False,False,0
UEFA Euro 2016,Round of 16,2016-06-26,France,Republic of Ireland,1-0,2-1,home_win,home_win,False,True,90,135,1.512,0.578,1,0,2,1,1-0,home_win,False,True,90,,,,,,,,,,,,False,,,,,,,,,,,,,1,0,1-0,home_win,False,True,90
UEFA Euro 2016,Round of 16,2016-06-26,Germany,Slovakia,1-0,3-0,home_win,home_win,False,True,90,135,1.195,0.695,1,0,3,0,1-0,home_win,False,True,90,oddsportal,2560013.0,2016-06-26,Germany,Slovakia,False,1.42,4.29,11.5,,0.0,True,0.6875306591152337,0.22757425080271138,0.08489509008205494,1.0242821069520396,1,0,home_win,1-0,home_win,False,True,90,1,0,1-0,home_win,False,True,90
UEFA Euro 2016,Round of 16,2016-06-26,Hungary,Belgium,1-1,0-4,draw,away_win,False,False,0,135,1.445,1.345,1,1,0,4,1-1,draw,False,False,0,oddsportal,2560377.0,2016-06-26,Hungary,Belgium,False,7.28,3.61,1.65,,0.0,True,0.13461229895162183,0.27146192143152553,0.5939257796168528,1.0204315536725508,0,1,away_win,0-1,away_win,False,True,90,1,0,1-0,home_win,False,False,0
UEFA Euro 2016,Round of 16,2016-06-27,Italy,Spain,0-1,2-0,away_win,home_win,False,False,0,135,0.962,1.228,0,1,2,0,0-1,away_win,False,False,0,oddsportal,2556322.0,2016-06-27,Italy,Spain,False,4.58,2.94,2.16,,0.0,True,0.21375772508785393,0.33299672819808535,0.4532455467140606,1.0214396287384435,0,1,away_win,0-1,away_win,False,False,0,1,0,1-0,home_win,False,True,90
UEFA Euro 2016,Round of 16,2016-06-27,England,Iceland,1-1,1-2,draw,away_win,False,False,0,135,1.095,1.145,1,1,1,2,1-1,draw,False,False,0,oddsportal,2560011.0,2016-06-27,England,Iceland,False,1.47,4.27,9.46,,0.0,True,0.6668207397820636,0.22956123828562847,0.10361802193230797,1.0201723915573924,1,0,home_win,1-0,home_win,False,False,0,1,0,1-0,home_win,False,False,0
UEFA Euro 2016,Quarter-finals,2016-06-30,Poland,Portugal,1-0,1-1,home_win,draw,False,False,0,180,1.112,0.878,1,0,1,1,1-0,home_win,False,False,0,oddsportal,2565200.0,2016-06-30,Poland,Portugal,False,3.8,2.93,2.4,,0.0,True,0.25771457890493293,0.33423733782892323,0.40804808326614384,1.0211214897311538,0,1,away_win,0-1,away_win,False,False,0,1,0,1-0,home_win,False,False,0
UEFA Euro 2016,Quarter-finals,2016-07-01,Wales,Belgium,1-1,3-1,draw,home_win,False,False,0,180,1.478,1.212,1,1,3,1,1-1,draw,False,False,0,oddsportal,2566782.0,2016-07-01,Wales,Belgium,False,4.96,3.38,1.91,,0.0,True,0.19746009995656721,0.28976393366407494,0.5127759663793577,1.0210311008155708,0,1,away_win,0-1,away_win,False,False,0,1,0,1-0,home_win,False,True,120
UEFA Euro 2016,Quarter-finals,2016-07-02,Germany,Italy,0-0,1-1,draw,draw,False,True,120,180,0.928,0.762,0,0,1,1,0-0,draw,False,True,120,oddsportal,2569905.0,2016-07-02,Germany,Italy,False,2.29,3.03,3.93,,0.0,True,0.42762952349145134,0.3231919500974995,0.24917852641104923,1.021167152216405,1,0,home_win,1-0,home_win,False,False,0,1,0,1-0,home_win,False,False,0
UEFA Euro 2016,Quarter-finals,2016-07-03,France,Iceland,1-0,5-2,home_win,home_win,False,True,120,180,1.312,0.978,1,0,5,2,1-0,home_win,False,True,120,oddsportal,2570004.0,2016-07-03,France,Iceland,False,1.42,4.99,8.48,,0.0,True,0.6886948143470492,0.19598128985427046,0.11532389579868038,1.0225506820177692,1,0,home_win,1-0,home_win,False,True,120,1,0,1-0,home_win,False,True,120
UEFA Euro 2016,Semi-finals,2016-07-06,Portugal,Wales,1-1,2-0,draw,home_win,False,False,0,225,1.145,1.745,1,1,2,0,1-1,draw,False,False,0,oddsportal,2579904.0,2016-07-06,Portugal,Wales,False,2.18,3.11,4.18,,0.0,True,0.44994462134847013,0.3153952651252942,0.23466011352623567,1.0194934544511693,1,0,home_win,1-0,home_win,False,True,150,1,0,1-0,home_win,False,True,150
UEFA Euro 2016,Semi-finals,2016-07-07,Germany,France,0-0,0-2,draw,away_win,False,False,0,225,0.895,0.945,0,0,0,2,0-0,draw,False,False,0,oddsportal,2581253.0,2016-07-07,Germany,France,False,3.01,3.0,2.81,,0.0,True,0.3252553234997936,0.3263395079114595,0.34840516858874687,1.0214311330755923,0,1,away_win,0-1,away_win,False,True,150,1,0,1-0,home_win,False,False,0
UEFA Euro 2016,Final,2016-07-10,Portugal,France,0-1,1-0,away_win,home_win,False,False,0,270,0.945,1.445,0,1,1,0,0-1,away_win,False,False,0,oddsportal,2589828.0,2016-07-10,Portugal,France,False,4.24,3.09,2.17,,0.0,True,0.23115586551157105,0.3171847474980781,0.45165938699035085,1.0203031451605868,0,1,away_win,0-1,away_win,False,False,0,1,0,1-0,home_win,True,True,270
UEFA Euro 2020,Round of 16,2021-06-26,Wales,Denmark,1-1,0-4,draw,away_win,False,False,0,135,1.184,1.284,1,1,0,4,1-1,draw,False,False,0,oddsportal,5134216.0,2021-06-26,Wales,Denmark,False,4.77,3.15,1.97,,0.0,True,0.2026093855602245,0.3068084981340542,0.4905821163057212,1.034718136528308,0,1,away_win,0-1,away_win,False,True,90,1,0,1-0,home_win,False,False,0
UEFA Euro 2020,Round of 16,2021-06-26,Italy,Austria,1-0,2-1,home_win,home_win,False,True,90,135,1.884,0.734,1,0,2,1,1-0,home_win,False,True,90,oddsportal,5134049.0,2021-06-26,Italy,Austria,False,1.56,3.9,7.32,,0.0,True,0.6199186991869919,0.24796747967479682,0.13211382113821138,1.0340479192938208,1,0,home_win,1-0,home_win,False,True,90,1,0,1-0,home_win,False,True,90
UEFA Euro 2020,Round of 16,2021-06-27,Netherlands,Czech Republic,1-0,0-2,home_win,away_win,False,False,0,135,1.9,0.817,1,0,0,2,1-0,home_win,False,False,0,oddsportal,5139176.0,2021-06-27,Netherlands,Czech Republic,False,1.58,4.05,6.22,,0.0,True,0.608219694043112,0.23728076952793017,0.15449953642895775,1.0405966768320412,1,0,home_win,1-0,home_win,False,False,0,1,0,1-0,home_win,False,False,0
UEFA Euro 2020,Round of 16,2021-06-27,Belgium,Portugal,2-1,1-0,home_win,home_win,False,True,90,135,2.15,1.317,2,1,1,0,2-1,home_win,False,True,90,oddsportal,5139421.0,2021-06-27,Belgium,Portugal,False,2.4,3.36,3.15,,0.0,True,0.4038461538461539,0.2884615384615385,0.3076923076923077,1.0317460317460316,1,0,home_win,1-0,home_win,True,True,135,1,0,1-0,home_win,True,True,135
UEFA Euro 2020,Round of 16,2021-06-28,Croatia,Spain,0-1,3-5,away_win,away_win,False,True,90,135,0.9,1.667,0,1,3,5,0-1,away_win,False,True,90,oddsportal,5139175.0,2021-06-28,Croatia,Spain,False,6.5,3.94,1.6,,0.0,True,0.14898142458760694,0.24578153802523986,0.6052370373871532,1.0326532604451386,0,1,away_win,0-1,away_win,False,True,90,1,0,1-0,home_win,False,False,0
UEFA Euro 2020,Round of 16,2021-06-28,France,Switzerland,1-1,3-3,draw,draw,False,True,90,135,1.5,1.167,1,1,3,3,1-1,draw,False,True,90,oddsportal,5139420.0,2021-06-28,France,Switzerland,False,1.61,3.92,6.31,,0.0,True,0.600288796398539,0.24654718423511426,0.15316401936634674,1.0346986586269593,1,0,home_win,1-0,home_win,False,False,0,1,0,1-0,home_win,False,False,0
UEFA Euro 2020,Round of 16,2021-06-29,England,Germany,1-1,2-0,draw,home_win,False,False,0,135,1.167,1.2,1,1,2,0,1-1,draw,False,False,0,oddsportal,5139419.0,2021-06-29,England,Germany,False,2.45,3.35,3.07,,0.0,True,0.3953524131700847,0.2891383320199127,0.31550925481000247,1.032403627015491,1,0,home_win,1-0,home_win,False,True,90,1,0,1-0,home_win,False,True,90
UEFA Euro 2020,Round of 16,2021-06-29,Sweden,Ukraine,1-1,1-2,draw,away_win,False,False,0,135,1.534,1.034,1,1,1,2,1-1,draw,False,False,0,oddsportal,5139422.0,2021-06-29,Sweden,Ukraine,False,2.29,3.26,3.46,,0.0,True,0.4229575077619954,0.29710818796778204,0.2799343042702224,1.0324470300055548,1,0,home_win,1-0,home_win,False,False,0,1,0,1-0,home_win,False,False,0
UEFA Euro 2020,Quarter-finals,2021-07-02,Switzerland,Spain,0-1,1-1,away_win,draw,False,False,0,180,0.834,1.934,0,1,1,1,0-1,away_win,False,False,0,oddsportal,5152170.0,2021-07-02,Switzerland,Spain,False,5.87,3.9,1.65,,0.0,True,0.16494290437925332,0.24826021761697878,0.5867968780037679,1.0328286137485456,0,1,away_win,0-1,away_win,False,False,0,1,0,1-0,home_win,False,False,0
UEFA Euro 2020,Quarter-finals,2021-07-02,Belgium,Italy,1-1,1-2,draw,away_win,False,False,0,180,1.35,1.517,1,1,1,2,1-1,draw,False,False,0,oddsportal,5149478.0,2021-07-02,Belgium,Italy,False,3.32,3.21,2.36,,0.0,True,0.2906091760012276,0.3005677458953506,0.40882307810342183,1.0364601125872093,0,1,away_win,0-1,away_win,False,True,120,1,0,1-0,home_win,False,False,0
UEFA Euro 2020,Quarter-finals,2021-07-03,Czech Republic,Denmark,1-1,1-2,draw,away_win,False,False,0,180,1.184,1.284,1,1,1,2,1-1,draw,False,False,0,oddsportal,5149191.0,2021-07-03,Czech Republic,Denmark,False,4.07,3.08,2.16,,0.0,True,0.23777323478534357,0.3142003459663469,0.4480264192483094,1.0333385333385334,0,1,away_win,0-1,away_win,False,True,120,1,0,1-0,home_win,False,False,0
UEFA Euro 2020,Quarter-finals,2021-07-03,Ukraine,England,0-1,0-4,away_win,away_win,False,True,120,180,0.834,1.234,0,1,0,4,0-1,away_win,False,True,120,oddsportal,5156132.0,2021-07-03,Ukraine,England,False,7.76,4.03,1.53,,0.0,True,0.12503979801871776,0.24077142248765498,0.6341887794936273,1.0305997084396505,0,1,away_win,0-1,away_win,False,True,120,1,0,1-0,home_win,False,False,0
UEFA Euro 2020,Semi-finals,2021-07-06,Italy,Spain,1-1,1-1,draw,draw,True,True,225,225,1.55,1.167,1,1,1,1,1-1,draw,True,True,225,oddsportal,5172092.0,2021-07-06,Italy,Spain,False,2.5,3.17,3.17,,0.0,True,0.3880048959608323,0.30599755201958384,0.30599755201958384,1.0309148264984227,1,0,home_win,1-0,home_win,False,False,0,1,0,1-0,home_win,False,False,0
UEFA Euro 2020,Semi-finals,2021-07-07,England,Denmark,1-1,2-1,draw,home_win,False,False,0,225,1.067,1.05,1,1,2,1,1-1,draw,False,False,0,oddsportal,5173474.0,2021-07-07,England,Denmark,False,1.75,3.5,5.71,,0.0,True,0.553562772661173,0.2767813863305865,0.16965584100824044,1.0322742056542407,1,0,home_win,1-0,home_win,False,True,150,1,0,1-0,home_win,False,True,150
UEFA Euro 2020,Final,2021-07-11,Italy,England,1-0,1-1,home_win,draw,False,False,0,270,1.55,0.467,1,0,1,1,1-0,home_win,False,False,0,oddsportal,5187124.0,2021-07-11,Italy,England,False,3.34,2.95,2.55,,0.0,True,0.29052814521579606,0.32893695085449454,0.3805349039297094,1.0305411111973461,0,1,away_win,0-1,away_win,False,False,0,1,0,1-0,home_win,False,False,0
UEFA Euro 2024,Round of 16,2024-06-29,Switzerland,Italy,1-1,2-0,draw,home_win,False,False,0,135,1.465,1.032,1,1,2,0,1-1,draw,False,False,0,oddsportal,7753895.0,2024-06-29,Switzerland,Italy,False,3.34,2.88,2.56,,0.0,True,0.2886494612878978,0.3347531946880481,0.3765973440240541,1.0372484198270127,0,1,away_win,0-1,away_win,False,False,0,1,0,1-0,home_win,False,True,90
UEFA Euro 2024,Round of 16,2024-06-29,Germany,Denmark,1-0,2-0,home_win,home_win,False,True,90,135,1.949,0.649,1,0,2,0,1-0,home_win,False,True,90,oddsportal,7758357.0,2024-06-29,Germany,Denmark,False,1.62,3.94,5.89,,0.0,True,0.5930459582123727,0.2438412315492497,0.1631128102383776,1.0408703441432636,1,0,home_win,1-0,home_win,False,True,90,1,0,1-0,home_win,False,True,90
UEFA Euro 2024,Round of 16,2024-06-30,England,Slovakia,0-0,2-1,draw,home_win,False,False,0,135,0.982,0.865,0,0,2,1,0-0,draw,False,False,0,oddsportal,7767169.0,2024-06-30,England,Slovakia,False,1.44,4.24,8.96,,0.0,True,0.6665169548618909,0.22636424882101952,0.10711879631708959,1.0419006439053609,1,0,home_win,1-0,home_win,False,True,90,1,0,1-0,home_win,False,True,90
UEFA Euro 2024,Round of 16,2024-06-30,Spain,Georgia,1-0,4-1,home_win,home_win,False,True,90,135,1.665,0.782,1,0,4,1,1-0,home_win,False,True,90,oddsportal,7767165.0,2024-06-30,Spain,Georgia,False,1.2,7.07,14.87,,0.0,True,0.7997244766234923,0.13573824214260122,0.06453728123390656,1.0420255446622575,1,0,home_win,1-0,home_win,False,True,90,1,0,1-0,home_win,False,True,90
UEFA Euro 2024,Round of 16,2024-07-01,France,Belgium,0-0,1-0,draw,home_win,False,False,0,135,0.749,0.749,0,0,1,0,0-0,draw,False,False,0,oddsportal,7766775.0,2024-07-01,France,Belgium,False,2.02,3.3,4.21,,0.0,True,0.4780271959040986,0.29261058658372097,0.22936221751218036,1.0356094991921996,1,0,home_win,1-0,home_win,True,True,135,1,0,1-0,home_win,True,True,135
UEFA Euro 2024,Round of 16,2024-07-01,Portugal,Slovenia,1-0,0-0,home_win,draw,False,False,0,135,1.365,0.882,1,0,0,0,1-0,home_win,False,False,0,oddsportal,7767167.0,2024-07-01,Portugal,Slovenia,False,1.36,5.07,9.48,,0.0,True,0.7083635463275737,0.190014679093787,0.10162177457863926,1.0380180084916897,1,0,home_win,1-0,home_win,False,False,0,1,0,1-0,home_win,False,False,0
UEFA Euro 2024,Round of 16,2024-07-02,Romania,Netherlands,1-1,0-3,draw,away_win,False,False,0,135,1.382,1.215,1,1,0,3,1-1,draw,False,False,0,oddsportal,7767171.0,2024-07-02,Romania,Netherlands,False,8.11,4.57,1.44,,0.0,True,0.11895469967589689,0.21109904034387827,0.6699462599802247,1.036567387457231,0,1,away_win,0-1,away_win,False,True,90,1,0,1-0,home_win,False,False,0
UEFA Euro 2024,Round of 16,2024-07-02,Austria,Turkey,1-1,1-2,draw,away_win,False,False,0,135,1.815,1.432,1,1,1,2,1-1,draw,False,False,0,oddsportal,7767163.0,2024-07-02,Austria,Turkey,False,1.96,3.36,4.31,,0.0,True,0.49065553552793856,0.28621572905796416,0.22312873541409736,1.0398416907366195,1,0,home_win,1-0,home_win,False,False,0,1,0,1-0,home_win,False,False,0
UEFA Euro 2024,Quarter-finals,2024-07-05,Spain,Germany,1-1,2-1,draw,home_win,False,False,0,180,1.265,1.582,1,1,2,1,1-1,draw,False,False,0,oddsportal,7782297.0,2024-07-05,Spain,Germany,False,2.66,3.18,2.88,,0.0,True,0.3623071445525753,0.3030619511037265,0.334630904343698,1.037627480651314,1,0,home_win,1-0,home_win,False,True,120,1,0,1-0,home_win,False,True,120
UEFA Euro 2024,Quarter-finals,2024-07-05,Portugal,France,1-0,0-0,home_win,draw,False,False,0,180,1.232,0.915,1,0,0,0,1-0,home_win,False,False,0,oddsportal,7794819.0,2024-07-05,Portugal,France,False,3.45,3.0,2.41,,0.0,True,0.2792098708219892,0.3210913514452876,0.39969877773272317,1.038126165133201,0,1,away_win,0-1,away_win,False,False,0,1,0,1-0,home_win,False,False,0
UEFA Euro 2024,Quarter-finals,2024-07-06,England,Switzerland,0-1,1-1,away_win,draw,False,False,0,180,0.915,1.232,0,1,1,1,0-1,away_win,False,False,0,oddsportal,7782139.0,2024-07-06,England,Switzerland,False,2.21,2.94,4.08,,0.0,True,0.4360400444938821,0.3277715980719318,0.23618835743418615,1.0377227814202603,1,0,home_win,1-0,home_win,False,False,0,1,0,1-0,home_win,False,False,0
UEFA Euro 2024,Quarter-finals,2024-07-06,Netherlands,Turkey,1-1,2-1,draw,home_win,False,False,0,180,1.449,1.499,1,1,2,1,1-1,draw,False,False,0,oddsportal,7804331.0,2024-07-06,Netherlands,Turkey,False,1.61,4.0,5.95,,0.0,True,0.5976971082007559,0.24057308605080427,0.16172980574843984,1.0391852393131165,1,0,home_win,1-0,home_win,False,True,120,1,0,1-0,home_win,False,True,120
UEFA Euro 2024,Semi-finals,2024-07-09,Spain,France,1-0,2-1,home_win,home_win,False,True,150,225,1.332,0.515,1,0,2,1,1-0,home_win,False,True,150,oddsportal,7828025.0,2024-07-09,Spain,France,False,2.73,2.85,3.17,,0.0,True,0.35472395962165915,0.33978821395337877,0.305487826424962,1.0326349725320338,1,0,home_win,1-0,home_win,False,True,150,1,0,1-0,home_win,False,True,150
UEFA Euro 2024,Semi-finals,2024-07-10,Netherlands,England,1-1,1-2,draw,away_win,False,False,0,225,1.015,1.082,1,1,1,2,1-1,draw,False,False,0,oddsportal,7830579.0,2024-07-10,Netherlands,England,False,3.25,2.84,2.66,,0.0,True,0.2970734661454852,0.3399608327369109,0.36296570111760407,1.0357448333727057,0,1,away_win,0-1,away_win,False,True,150,1,0,1-0,home_win,False,False,0
UEFA Euro 2024,Final,2024-07-14,Spain,England,1-0,2-1,home_win,home_win,False,True,180,270,1.332,0.515,1,0,2,1,1-0,home_win,False,True,180,oddsportal,7872403.0,2024-07-14,Spain,England,False,2.41,2.86,3.73,,0.0,True,0.40180491681638586,0.3385838634711504,0.2596112197124638,1.0326846237317575,1,0,home_win,1-0,home_win,False,True,180,1,0,1-0,home_win,False,True,180
